,El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,74.53,0.25,8.38,184.409,0.562,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.20,-0.24,-0.24,-0.20,-0.20,-0.24,-0.24,10,22,12,24,0.00,0.00,0.00,0.00,3,0.000,2,3.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:01 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,62.63,0.22,51.59,400.782,0.531,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.22,-0.24,-0.24,-0.22,-0.22,-0.24,-0.24,11,23,12,24,0.00,0.00,0.00,0.00,3,0.000,2,3.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:04 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,49.70,0.24,157.10,386.900,0.646,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,-0.04,-0.02,-0.02,-0.04,-0.04,-0.02,-0.02,2,14,1,13,0.00,0.00,0.00,0.00,3,0.000,2,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:07 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,50.76,0.04,38.68,-286.007,0.685,500,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,-0.06,-0.02,-0.02,-0.04,-0.06,-0.02,-0.02,14,3,1,13,0.00,0.00,0.00,0.00,3,0.000,2,2.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:10 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,58.34,0.21,127.06,182.595,0.712,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,-0.06,-0.02,-0.02,-0.06,-0.06,-0.02,-0.02,3,15,1,13,0.00,0.00,0.00,0.00,3,0.000,2,2.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:13 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,60.84,0.66,67.12,-143.353,0.723,500,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,-0.08,-0.02,-0.02,-0.06,-0.08,-0.02,-0.02,15,4,1,13,0.00,0.00,0.00,0.00,3,0.000,2,2.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:16 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,69.10,0.25,112.24,107.691,0.734,500,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,-0.08,-0.02,-0.02,-0.08,-0.08,-0.02,-0.02,4,16,1,13,0.00,0.00,0.00,0.00,3,0.000,2,2.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:19 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,73.01,0.55,76.45,-87.452,0.729,500,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,-0.10,-0.02,-0.02,-0.08,-0.10,-0.02,-0.02,16,5,1,13,0.00,0.00,0.00,0.00,3,0.000,2,2.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:22 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,81.49,0.24,102.33,65.233,0.687,500,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.10,-0.02,-0.02,-0.10,-0.10,-0.02,-0.02,5,17,1,13,0.00,0.00,0.00,0.00,3,0.000,2,2.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:25 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,84.56,0.38,82.26,-56.048,0.712,500,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.12,-0.02,-0.02,-0.10,-0.12,-0.02,-0.02,17,6,1,13,0.00,0.00,0.00,0.00,3,0.000,2,2.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:28 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,94.46,0.26,97.29,53.464,0.811,500,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-0.12,-0.02,-0.02,-0.12,-0.12,-0.02,-0.02,6,18,1,13,0.00,0.00,0.00,0.00,3,0.000,2,2.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:31 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,108.92,0.13,94.10,51.703,1.065,500,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.02,-0.02,-0.14,-0.14,-0.02,-0.02,7,19,1,13,0.00,0.00,0.00,0.00,3,0.000,3,2.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:35 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,113.91,0.39,85.56,-51.093,1.204,500,-2.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.16,-0.02,-0.02,-0.14,-0.16,-0.02,-0.02,19,8,1,13,0.00,0.00,0.00,0.00,3,0.000,3,2.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:38 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,124.71,0.26,91.68,50.788,1.359,500,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.16,-0.02,-0.02,-0.16,-0.16,-0.02,-0.02,8,20,1,13,0.00,0.00,0.00,0.00,3,0.000,4,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:41 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,130.32,0.28,85.70,-50.340,1.516,500,-3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.18,-0.02,-0.02,-0.16,-0.18,-0.02,-0.02,20,9,1,13,0.00,0.00,0.00,0.00,3,0.000,4,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:44 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,144.18,0.06,88.57,49.675,1.640,500,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.18,-0.02,-0.02,-0.18,-0.18,-0.02,-0.02,9,21,1,13,0.00,0.00,0.00,0.00,3,0.000,5,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:47 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,42.30,0.35,106.55,365.784,0.717,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,-0.06,-0.04,-0.04,-0.06,-0.06,-0.04,-0.04,3,15,2,14,0.00,0.00,0.00,0.00,3,0.000,2,2.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:50 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,44.16,0.21,7.69,-269.045,0.741,500,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,-0.08,-0.04,-0.04,-0.06,-0.08,-0.04,-0.04,15,4,2,14,0.00,0.00,0.00,0.00,3,0.000,2,2.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:53 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,52.96,0.22,80.68,172.313,0.740,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,-0.08,-0.04,-0.04,-0.08,-0.08,-0.04,-0.04,4,16,2,14,0.00,0.00,0.00,0.00,3,0.000,2,2.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:56 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,55.87,0.18,29.27,-135.398,0.743,500,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,-0.10,-0.04,-0.04,-0.08,-0.10,-0.04,-0.04,16,5,2,14,0.00,0.00,0.00,0.00,3,0.000,2,2.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:38:59 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,62.53,0.24,66.14,92.130,0.694,500,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.10,-0.04,-0.04,-0.10,-0.10,-0.04,-0.04,5,17,2,14,0.00,0.00,0.00,0.00,3,0.000,2,2.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:02 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,64.82,0.20,40.37,-75.146,0.705,500,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.12,-0.04,-0.04,-0.10,-0.12,-0.04,-0.04,17,6,2,14,0.00,0.00,0.00,0.00,3,0.000,2,2.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:05 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,73.76,0.48,60.71,57.357,0.667,500,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-0.12,-0.04,-0.04,-0.12,-0.12,-0.04,-0.04,6,18,2,14,0.00,0.00,0.00,0.00,3,0.000,2,2.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:08 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,79.16,0.24,44.54,-54.710,0.742,500,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-0.14,-0.04,-0.04,-0.12,-0.14,-0.04,-0.04,18,7,2,14,0.00,0.00,0.00,0.00,3,0.000,2,2.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:11 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,85.75,0.20,57.42,53.032,0.887,500,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.04,-0.04,-0.14,-0.14,-0.04,-0.04,7,19,2,14,0.00,0.00,0.00,0.00,3,0.000,2,2.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:39:15 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,98.98,0.06,56.11,51.252,1.162,500,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.16,-0.04,-0.04,-0.16,-0.16,-0.04,-0.04,8,20,2,14,0.00,0.00,0.00,0.00,3,0.000,3,2.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:18 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,104.47,0.36,49.70,-50.934,1.309,500,-2.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.18,-0.04,-0.04,-0.16,-0.18,-0.04,-0.04,20,9,2,14,0.00,0.00,0.00,0.00,3,0.000,4,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:21 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,115.97,0.23,53.54,50.143,1.443,500,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.18,-0.04,-0.04,-0.18,-0.18,-0.04,-0.04,9,21,2,14,0.00,0.00,0.00,0.00,3,0.000,4,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:24 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,125.38,0.26,50.16,-48.693,1.524,500,-3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.20,-0.04,-0.04,-0.18,-0.20,-0.04,-0.04,21,10,2,14,0.00,0.00,0.00,0.00,3,0.000,4,2.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:27 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,139.90,0.25,55.39,48.827,1.662,500,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.20,-0.04,-0.04,-0.20,-0.20,-0.04,-0.04,10,22,2,14,0.00,0.00,0.00,0.00,3,0.000,5,2.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:30 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,42.35,0.20,117.61,377.225,0.739,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,-0.08,-0.06,-0.06,-0.08,-0.08,-0.06,-0.06,4,16,3,15,0.00,0.00,0.00,0.00,3,0.000,2,2.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:33 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,45.13,0.18,16.60,-276.587,0.745,500,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,-0.10,-0.06,-0.06,-0.08,-0.10,-0.06,-0.06,16,5,3,15,0.00,0.00,0.00,0.00,3,0.000,2,2.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:36 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,51.80,0.36,83.79,158.412,0.695,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.10,-0.06,-0.06,-0.10,-0.10,-0.06,-0.06,5,17,3,15,0.00,0.00,0.00,0.00,3,0.000,2,2.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:39:39 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,53.25,0.24,41.38,-122.545,0.706,500,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.12,-0.06,-0.06,-0.10,-0.12,-0.06,-0.06,17,6,3,15,0.00,0.00,0.00,0.00,3,0.000,2,2.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:42 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,60.22,0.23,72.62,85.856,0.672,500,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-0.12,-0.06,-0.06,-0.12,-0.12,-0.06,-0.06,6,18,3,15,0.00,0.00,0.00,0.00,3,0.000,2,2.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:39:45 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,64.97,0.14,49.39,-69.711,0.653,500,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-0.14,-0.06,-0.06,-0.12,-0.14,-0.06,-0.06,18,7,3,15,0.00,0.00,0.00,0.00,3,0.000,2,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:39:48 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,69.90,0.20,66.93,55.444,0.681,500,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.06,-0.06,-0.14,-0.14,-0.06,-0.06,7,19,3,15,0.00,0.00,0.00,0.00,3,0.000,2,2.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:52 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,73.60,0.39,53.24,-53.394,0.779,500,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.16,-0.06,-0.06,-0.14,-0.16,-0.06,-0.06,19,8,3,15,0.00,0.00,0.00,0.00,3,0.000,2,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:55 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,79.81,0.29,64.70,52.228,0.938,500,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.16,-0.06,-0.06,-0.16,-0.16,-0.06,-0.06,8,20,3,15,0.00,0.00,0.00,0.00,3,0.000,3,3.0,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:39:58 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,92.96,0.10,62.09,50.607,1.222,500,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.18,-0.06,-0.06,-0.18,-0.18,-0.06,-0.06,9,21,3,15,0.00,0.00,0.00,0.00,3,0.000,4,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:01 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,100.87,0.42,57.28,-49.526,1.318,500,-2.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.20,-0.06,-0.06,-0.18,-0.20,-0.06,-0.06,21,10,3,15,0.00,0.00,0.00,0.00,3,0.000,4,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:04 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,112.45,0.16,62.83,49.319,1.464,500,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.20,-0.06,-0.06,-0.20,-0.20,-0.06,-0.06,10,22,3,15,0.00,0.00,0.00,0.00,3,0.000,4,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:07 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,122.48,0.04,58.84,-48.411,1.551,500,-3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.22,-0.06,-0.06,-0.20,-0.22,-0.06,-0.06,22,11,3,15,0.00,0.00,0.00,0.00,3,0.000,5,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:10 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,138.39,0.14,62.88,48.061,1.654,500,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.22,-0.06,-0.06,-0.22,-0.22,-0.06,-0.06,11,23,3,15,0.00,0.00,0.00,0.00,3,0.000,5,3.0,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:13 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,41.76,0.23,118.53,351.583,0.698,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.10,-0.08,-0.08,-0.10,-0.10,-0.08,-0.08,5,17,4,16,0.00,0.00,0.00,0.00,3,0.000,2,2.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:16 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,42.55,0.23,34.47,-248.082,0.709,500,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.12,-0.08,-0.08,-0.10,-0.12,-0.08,-0.08,17,6,4,16,0.00,0.00,0.00,0.00,3,0.000,2,2.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:40:19 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,51.58,0.35,93.12,152.627,0.673,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-0.12,-0.08,-0.08,-0.12,-0.12,-0.08,-0.08,6,18,4,16,0.00,0.00,0.00,0.00,3,0.000,2,2.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:22 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,55.22,0.31,54.34,-117.785,0.654,500,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-0.14,-0.08,-0.08,-0.12,-0.14,-0.08,-0.08,18,7,4,16,0.00,0.00,0.00,0.00,3,0.000,2,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:25 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,59.87,0.04,83.05,79.942,0.629,500,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.08,-0.08,-0.14,-0.14,-0.08,-0.08,7,19,4,16,0.00,0.00,0.00,0.00,3,0.000,2,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:29 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,62.63,0.32,62.63,-60.895,0.591,500,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.16,-0.08,-0.08,-0.14,-0.16,-0.08,-0.08,19,8,4,16,0.00,0.00,0.00,0.00,3,0.000,2,3.2,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:32 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,67.33,0.26,78.77,54.729,0.697,500,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.16,-0.08,-0.08,-0.16,-0.16,-0.08,-0.08,8,20,4,16,0.00,0.00,0.00,0.00,3,0.000,2,3.1,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:40:35 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,70.56,0.09,67.15,-53.070,0.807,500,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.18,-0.08,-0.08,-0.16,-0.18,-0.08,-0.08,20,9,4,16,0.00,0.00,0.00,0.00,3,0.000,3,3.1,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:38 PM,0,1
