,El-array,xA (m),xB (m),xM (m),xN (m),Global xA (m),Global xB (m),Global xM (m),Global xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),Global yA (m),Global yB (m),Global yM (m),Global yN (m),zA (m),zB (m),zM (m),zN (m),Global zA (m),Global zB (m),Global zM (m),Global zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,77.56,0.12,76.24,51.900,0.959,500,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.18,-0.08,-0.08,-0.18,-0.18,-0.08,-0.08,9,21,4,16,0.00,0.00,0.00,0.00,3,0.000,3,3.0,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:40:41 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,93.42,0.12,77.04,49.675,1.194,500,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.20,-0.08,-0.08,-0.20,-0.20,-0.08,-0.08,10,22,4,16,0.00,0.00,0.00,0.00,3,0.000,3,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:40:44 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,101.96,0.07,71.32,-49.412,1.301,500,-2.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.22,-0.08,-0.08,-0.20,-0.22,-0.08,-0.08,22,11,4,16,0.00,0.00,0.00,0.00,3,0.000,4,3.0,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:40:47 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,115.73,0.11,76.27,49.087,1.416,500,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.22,-0.08,-0.08,-0.22,-0.22,-0.08,-0.08,11,23,4,16,0.00,0.00,0.00,0.00,3,0.000,4,3.0,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:50 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,128.21,0.16,71.81,-48.550,1.486,500,-3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.24,-0.08,-0.08,-0.22,-0.24,-0.08,-0.08,23,12,4,16,0.00,0.00,0.00,0.00,3,0.000,5,3.1,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:53 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,146.14,0.04,76.76,48.398,1.577,500,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,-0.24,-0.08,-0.08,-0.24,-0.24,-0.08,-0.08,12,24,4,16,0.00,0.00,0.00,0.00,3,0.000,5,3.2,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:40:56 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,44.37,0.15,129.88,360.304,0.674,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-0.12,-0.10,-0.10,-0.12,-0.12,-0.10,-0.10,6,18,5,17,0.00,0.00,0.00,0.00,3,0.000,2,2.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:40:59 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,49.04,0.31,44.83,-264.570,0.656,500,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-0.14,-0.10,-0.10,-0.12,-0.14,-0.10,-0.10,18,7,5,17,0.00,0.00,0.00,0.00,3,0.000,2,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:02 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,54.47,0.35,103.77,150.822,0.629,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.10,-0.10,-0.14,-0.14,-0.10,-0.10,7,19,5,17,0.00,0.00,0.00,0.00,3,0.000,2,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:05 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,56.80,0.33,66.88,-110.440,0.596,500,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.16,-0.10,-0.10,-0.14,-0.16,-0.10,-0.10,19,8,5,17,0.00,0.00,0.00,0.00,3,0.000,2,3.2,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:09 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,60.46,0.55,94.67,73.998,0.577,500,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.16,-0.10,-0.10,-0.16,-0.16,-0.10,-0.10,8,20,5,17,0.00,0.00,0.00,0.00,3,0.000,2,3.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:41:12 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,63.58,0.11,76.30,-58.870,0.563,500,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.18,-0.10,-0.10,-0.16,-0.18,-0.10,-0.10,20,9,5,17,0.00,0.00,0.00,0.00,3,0.000,2,3.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:15 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,68.30,0.29,89.82,54.570,0.686,500,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.18,-0.10,-0.10,-0.18,-0.18,-0.10,-0.10,9,21,5,17,0.00,0.00,0.00,0.00,3,0.000,2,3.2,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:18 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,73.08,0.25,79.34,-52.475,0.771,500,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.20,-0.10,-0.10,-0.18,-0.20,-0.10,-0.10,21,10,5,17,0.00,0.00,0.00,0.00,3,0.000,2,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:21 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,80.74,0.15,91.23,51.163,0.908,500,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.20,-0.10,-0.10,-0.20,-0.20,-0.10,-0.10,10,22,5,17,0.00,0.00,0.00,0.00,3,0.000,2,2.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:24 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,99.63,0.43,89.98,49.768,1.121,500,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.22,-0.10,-0.10,-0.22,-0.22,-0.10,-0.10,11,23,5,17,0.00,0.00,0.00,0.00,3,0.000,3,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:27 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,110.64,0.14,83.85,-49.749,1.207,500,-2.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.24,-0.10,-0.10,-0.22,-0.24,-0.10,-0.10,23,12,5,17,0.00,0.00,0.00,0.00,3,0.000,4,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:30 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,127.45,0.16,89.64,49.555,1.298,500,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,-0.24,-0.10,-0.10,-0.24,-0.24,-0.10,-0.10,12,24,5,17,0.00,0.00,0.00,0.00,3,0.000,4,3.0,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:33 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,47.32,0.29,132.33,357.781,0.627,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.14,-0.12,-0.12,-0.14,-0.14,-0.12,-0.12,7,19,6,18,0.00,0.00,0.00,0.00,3,0.000,2,3.0,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:36 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,48.63,0.34,50.48,-239.491,0.599,500,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.16,-0.12,-0.12,-0.14,-0.16,-0.12,-0.12,19,8,6,18,0.00,0.00,0.00,0.00,3,0.000,2,3.1,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:39 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,54.58,0.18,106.82,139.209,0.580,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.16,-0.12,-0.12,-0.16,-0.16,-0.12,-0.12,8,20,6,18,0.00,0.00,0.00,0.00,3,0.000,2,3.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:42 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,56.09,0.27,75.17,-103.982,0.569,500,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.18,-0.12,-0.12,-0.16,-0.18,-0.12,-0.12,20,9,6,18,0.00,0.00,0.00,0.00,3,0.000,2,3.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:46 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,61.12,0.28,99.67,74.005,0.571,500,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.18,-0.12,-0.12,-0.18,-0.18,-0.12,-0.12,9,21,6,18,0.00,0.00,0.00,0.00,3,0.000,2,3.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:49 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,64.09,0.28,83.02,-60.898,0.578,500,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.20,-0.12,-0.12,-0.18,-0.20,-0.12,-0.12,21,10,6,18,0.00,0.00,0.00,0.00,3,0.000,2,3.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:52 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,71.01,0.26,100.92,54.100,0.654,500,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.20,-0.12,-0.12,-0.20,-0.20,-0.12,-0.12,10,22,6,18,0.00,0.00,0.00,0.00,3,0.000,2,2.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:41:55 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,76.31,0.61,88.42,-52.421,0.738,500,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.22,-0.12,-0.12,-0.20,-0.22,-0.12,-0.12,22,11,6,18,0.00,0.00,0.00,0.00,3,0.000,2,3.0,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:41:58 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,86.55,0.24,100.63,51.414,0.852,500,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.22,-0.12,-0.12,-0.22,-0.22,-0.12,-0.12,11,23,6,18,0.00,0.00,0.00,0.00,3,0.000,3,2.9,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:01 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,111.28,0.18,99.64,50.514,1.019,500,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,-0.24,-0.12,-0.12,-0.24,-0.24,-0.12,-0.12,12,24,6,18,0.00,0.00,0.00,0.00,3,0.000,3,3.1,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:04 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,46.75,0.23,66.14,327.264,0.581,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.16,-0.14,-0.14,-0.16,-0.16,-0.14,-0.14,8,20,7,19,0.00,0.00,0.00,0.00,3,0.000,2,3.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:42:07 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,49.46,0.07,-7.20,-232.000,0.570,500,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,-0.18,-0.14,-0.14,-0.16,-0.18,-0.14,-0.14,20,9,7,19,0.00,0.00,0.00,0.00,3,0.000,2,3.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:10 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,55.40,0.18,41.64,139.250,0.571,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.18,-0.14,-0.14,-0.18,-0.18,-0.14,-0.14,9,21,7,19,0.00,0.00,0.00,0.00,3,0.000,2,3.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:13 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,58.04,0.41,9.68,-109.677,0.580,500,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.20,-0.14,-0.14,-0.18,-0.20,-0.14,-0.14,21,10,7,19,0.00,0.00,0.00,0.00,3,0.000,2,3.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:16 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,63.48,0.31,39.17,77.215,0.573,500,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.20,-0.14,-0.14,-0.20,-0.20,-0.14,-0.14,10,22,7,19,0.00,0.00,0.00,0.00,3,0.000,2,3.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:19 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,67.93,0.09,17.55,-62.379,0.559,500,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.22,-0.14,-0.14,-0.20,-0.22,-0.14,-0.14,22,11,7,19,0.00,0.00,0.00,0.00,3,0.000,2,3.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:42:23 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,76.23,0.28,34.80,54.484,0.613,500,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.22,-0.14,-0.14,-0.22,-0.22,-0.14,-0.14,11,23,7,19,0.00,0.00,0.00,0.00,3,0.000,2,3.1,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:26 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,84.33,0.14,21.45,-53.410,0.680,500,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.24,-0.14,-0.14,-0.22,-0.24,-0.14,-0.14,23,12,7,19,0.00,0.00,0.00,0.00,3,0.000,2,3.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:29 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,98.26,0.11,32.69,52.507,0.766,500,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,-0.24,-0.14,-0.14,-0.24,-0.24,-0.14,-0.14,12,24,7,19,0.00,0.00,0.00,0.00,3,0.000,3,3.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:32 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,51.15,0.61,61.95,351.736,0.570,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.18,-0.16,-0.16,-0.18,-0.18,-0.16,-0.16,9,21,8,20,0.00,0.00,0.00,0.00,3,0.000,2,3.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:35 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,53.41,0.38,-16.83,-256.100,0.583,500,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.20,-0.16,-0.16,-0.18,-0.20,-0.16,-0.16,21,10,8,20,0.00,0.00,0.00,0.00,3,0.000,2,3.3,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:42:38 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,61.23,0.17,46.26,154.003,0.572,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.20,-0.16,-0.16,-0.20,-0.20,-0.16,-0.16,10,22,8,20,0.00,0.00,0.00,0.00,3,0.000,2,3.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:41 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,63.99,0.39,4.80,-117.133,0.561,500,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.22,-0.16,-0.16,-0.20,-0.22,-0.16,-0.16,22,11,8,20,0.00,0.00,0.00,0.00,3,0.000,2,3.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:44 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,72.17,0.38,36.25,84.486,0.552,500,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.22,-0.16,-0.16,-0.22,-0.22,-0.16,-0.16,11,23,8,20,0.00,0.00,0.00,0.00,3,0.000,2,3.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:47 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,79.16,0.05,13.66,-70.693,0.543,500,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.24,-0.16,-0.16,-0.22,-0.24,-0.16,-0.16,23,12,8,20,0.00,0.00,0.00,0.00,3,0.000,2,3.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:50 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,93.41,0.30,31.72,57.265,0.526,500,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,-0.24,-0.16,-0.16,-0.24,-0.24,-0.16,-0.16,12,24,8,20,0.00,0.00,0.00,0.00,3,0.000,2,3.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:53 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,53.07,0.20,151.87,366.702,0.573,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.20,-0.18,-0.18,-0.20,-0.20,-0.18,-0.18,10,22,9,21,0.00,0.00,0.00,0.00,3,0.000,2,3.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.21,21.1,11/19/2021 3:42:56 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,55.11,0.44,60.52,-256.488,0.566,500,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,-0.22,-0.18,-0.18,-0.20,-0.22,-0.18,-0.18,22,11,9,21,0.00,0.00,0.00,0.00,3,0.000,2,3.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:42:59 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,65.33,0.22,129.24,159.514,0.555,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.22,-0.18,-0.18,-0.22,-0.22,-0.18,-0.18,11,23,9,21,0.00,0.00,0.00,0.00,3,0.000,2,3.4,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:43:03 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,70.98,0.14,92.73,-126.741,0.548,500,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.24,-0.18,-0.18,-0.22,-0.24,-0.18,-0.18,23,12,9,21,0.00,0.00,0.00,0.00,3,0.000,2,3.6,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:43:06 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,85.63,0.12,127.67,95.473,0.525,500,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,-0.24,-0.18,-0.18,-0.24,-0.24,-0.18,-0.18,12,24,9,21,0.00,0.00,0.00,0.00,3,0.000,2,3.8,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:43:09 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,52.99,0.28,26.48,354.857,0.556,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.22,-0.20,-0.20,-0.22,-0.22,-0.20,-0.20,11,23,10,22,0.00,0.00,0.00,0.00,3,0.000,2,3.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:43:12 PM,0,1
,Hole surf.,0.15,0.07,0.07,0.15,0.15,0.07,0.07,0.15,58.33,0.55,-64.77,-264.634,0.551,500,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,-0.24,-0.20,-0.20,-0.22,-0.24,-0.20,-0.20,23,12,10,22,0.00,0.00,0.00,0.00,3,0.000,2,3.5,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:43:15 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,74.71,0.31,-7.37,173.956,0.529,500,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,-0.24,-0.20,-0.20,-0.24,-0.24,-0.20,-0.20,12,24,10,22,0.00,0.00,0.00,0.00,3,0.000,2,3.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:43:18 PM,0,1
,Hole surf.,0.07,0.15,0.07,0.15,0.07,0.15,0.07,0.15,62.50,0.51,38.97,397.124,0.527,500,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.24,-0.24,-0.22,-0.22,-0.24,-0.24,-0.22,-0.22,12,24,11,23,0.00,0.00,0.00,0.00,3,0.000,2,3.7,0,00.000000,00.000000,,1_DD_vert ,1,0,11.83,0.0,12.19,21.1,11/19/2021 3:43:21 PM,0,1
